"","interval","steps","date","average_steps"
"49",0,1.71698113207547,"2012-11-01",1.71698113207547
"50",0,0,"2012-10-21",1.71698113207547
"51",0,1.71698113207547,"2012-11-10",1.71698113207547
"52",0,0,"2012-10-03",1.71698113207547
"53",0,0,"2012-11-17",1.71698113207547
"54",0,0,"2012-11-12",1.71698113207547
"55",0,0,"2012-10-25",1.71698113207547
"56",0,0,"2012-10-13",1.71698113207547
"57",0,0,"2012-10-24",1.71698113207547
"58",0,1.71698113207547,"2012-10-08",1.71698113207547
"59",0,0,"2012-11-20",1.71698113207547
"60",0,0,"2012-11-05",1.71698113207547
"61",0,0,"2012-10-09",1.71698113207547
"62",5,0,"2012-10-13",0.339622641509434
"63",5,0.339622641509434,"2012-10-01",0.339622641509434
"64",5,0,"2012-11-18",0.339622641509434
"65",5,0,"2012-10-05",0.339622641509434
"66",5,0,"2012-11-29",0.339622641509434
"67",5,0,"2012-11-25",0.339622641509434
"68",5,0.339622641509434,"2012-11-04",0.339622641509434
"69",5,0,"2012-11-02",0.339622641509434
"70",5,0,"2012-11-23",0.339622641509434
"71",5,0,"2012-11-06",0.339622641509434
"72",5,0,"2012-10-21",0.339622641509434
"73",5,0,"2012-11-21",0.339622641509434
"74",5,0,"2012-11-15",0.339622641509434
"75",5,0,"2012-11-16",0.339622641509434
"76",5,0.339622641509434,"2012-11-30",0.339622641509434
"77",5,0,"2012-10-11",0.339622641509434
"78",5,0,"2012-11-13",0.339622641509434
"79",5,0,"2012-10-15",0.339622641509434
"80",5,0,"2012-11-19",0.339622641509434
"81",5,0,"2012-11-11",0.339622641509434
"82",5,0.339622641509434,"2012-11-14",0.339622641509434
"83",5,0,"2012-11-26",0.339622641509434
"84",5,0,"2012-10-28",0.339622641509434
"85",5,0,"2012-11-24",0.339622641509434
"86",5,0.339622641509434,"2012-11-09",0.339622641509434
"87",5,0,"2012-10-22",0.339622641509434
"88",5,0,"2012-10-16",0.339622641509434
"89",5,0.339622641509434,"2012-10-08",0.339622641509434
"90",5,0,"2012-11-28",0.339622641509434
"91",5,0.339622641509434,"2012-11-10",0.339622641509434
"92",5,0,"2012-10-23",0.339622641509434
"93",5,0,"2012-10-03",0.339622641509434
"94",5,0,"2012-10-27",0.339622641509434
"95",5,0,"2012-11-20",0.339622641509434
"96",5,0,"2012-10-06",0.339622641509434
"97",5,0,"2012-10-30",0.339622641509434
"98",5,0,"2012-10-31",0.339622641509434
"99",5,18,"2012-10-10",0.339622641509434
"100",5,0,"2012-11-03",0.339622641509434
"101",5,0,"2012-10-07",0.339622641509434
"102",5,0,"2012-10-29",0.339622641509434
"103",5,0,"2012-11-07",0.339622641509434
"104",5,0,"2012-11-22",0.339622641509434
"105",5,0,"2012-10-26",0.339622641509434
"106",5,0,"2012-10-24",0.339622641509434
"107",5,0,"2012-10-12",0.339622641509434
"108",5,0,"2012-11-05",0.339622641509434
"109",5,0,"2012-10-09",0.339622641509434
"110",5,0,"2012-11-08",0.339622641509434
"111",5,0,"2012-10-19",0.339622641509434
"112",5,0,"2012-10-04",0.339622641509434
"113",5,0,"2012-11-27",0.339622641509434
"114",5,0,"2012-11-12",0.339622641509434
"115",5,0,"2012-10-14",0.339622641509434
"116",5,0,"2012-10-17",0.339622641509434
"117",5,0,"2012-10-02",0.339622641509434
"118",5,0.339622641509434,"2012-11-01",0.339622641509434
"119",5,0,"2012-10-18",0.339622641509434
"120",5,0,"2012-11-17",0.339622641509434
"121",5,0,"2012-10-25",0.339622641509434
"122",5,0,"2012-10-20",0.339622641509434
"123",10,0,"2012-11-26",0.132075471698113
"124",10,0,"2012-11-15",0.132075471698113
"125",10,0,"2012-11-02",0.132075471698113
"126",10,0,"2012-11-25",0.132075471698113
"127",10,0.132075471698113,"2012-11-09",0.132075471698113
"128",10,0.132075471698113,"2012-10-01",0.132075471698113
"129",10,0.132075471698113,"2012-11-30",0.132075471698113
"130",10,0,"2012-11-07",0.132075471698113
"131",10,0.132075471698113,"2012-11-10",0.132075471698113
"132",10,0.132075471698113,"2012-11-04",0.132075471698113
"133",10,0,"2012-11-19",0.132075471698113
"134",10,0,"2012-10-12",0.132075471698113
"135",10,0,"2012-11-29",0.132075471698113
"136",10,0,"2012-10-27",0.132075471698113
"137",10,0,"2012-10-30",0.132075471698113
"138",10,0,"2012-11-06",0.132075471698113
"139",10,0,"2012-11-21",0.132075471698113
"140",10,0,"2012-11-03",0.132075471698113
"141",10,0,"2012-11-24",0.132075471698113
"142",10,0,"2012-11-18",0.132075471698113
"143",10,0,"2012-11-16",0.132075471698113
"144",10,0,"2012-11-22",0.132075471698113
"145",10,0,"2012-10-11",0.132075471698113
"146",10,0.132075471698113,"2012-11-01",0.132075471698113
"147",10,0,"2012-11-13",0.132075471698113
"148",10,0,"2012-11-11",0.132075471698113
"149",10,0,"2012-11-20",0.132075471698113
"150",10,0,"2012-10-06",0.132075471698113
"151",10,0.132075471698113,"2012-11-14",0.132075471698113
"152",10,0,"2012-10-28",0.132075471698113
"153",10,0,"2012-10-19",0.132075471698113
"154",10,0,"2012-10-22",0.132075471698113
"155",10,0,"2012-10-25",0.132075471698113
"156",10,0,"2012-10-05",0.132075471698113
"157",10,0,"2012-10-29",0.132075471698113
"158",10,0,"2012-10-23",0.132075471698113
"159",10,0.132075471698113,"2012-10-08",0.132075471698113
"160",10,0,"2012-11-28",0.132075471698113
"161",10,0,"2012-11-05",0.132075471698113
"162",10,0,"2012-10-18",0.132075471698113
"163",10,0,"2012-10-21",0.132075471698113
"164",10,0,"2012-10-04",0.132075471698113
"165",10,0,"2012-11-23",0.132075471698113
"166",10,0,"2012-10-31",0.132075471698113
"167",10,0,"2012-10-16",0.132075471698113
"168",10,0,"2012-10-14",0.132075471698113
"169",10,0,"2012-10-07",0.132075471698113
"170",10,0,"2012-10-20",0.132075471698113
"171",10,0,"2012-10-26",0.132075471698113
"172",10,0,"2012-10-09",0.132075471698113
"173",10,0,"2012-10-17",0.132075471698113
"174",10,0,"2012-11-17",0.132075471698113
"175",10,0,"2012-11-08",0.132075471698113
"176",10,0,"2012-11-27",0.132075471698113
"177",10,0,"2012-11-12",0.132075471698113
"178",10,0,"2012-10-24",0.132075471698113
"179",10,7,"2012-10-10",0.132075471698113
"180",10,0,"2012-10-02",0.132075471698113
"181",10,0,"2012-10-03",0.132075471698113
"182",10,0,"2012-10-15",0.132075471698113
"183",10,0,"2012-10-13",0.132075471698113
"184",15,0,"2012-10-30",0.150943396226415
"185",15,0,"2012-11-18",0.150943396226415
"186",15,0,"2012-10-12",0.150943396226415
"187",15,0.150943396226415,"2012-11-30",0.150943396226415
"188",15,0,"2012-11-28",0.150943396226415
"189",15,0,"2012-11-07",0.150943396226415
"190",15,0,"2012-11-19",0.150943396226415
"191",15,0,"2012-11-02",0.150943396226415
"192",15,0,"2012-11-11",0.150943396226415
"193",15,0,"2012-10-28",0.150943396226415
"194",15,0,"2012-11-20",0.150943396226415
"195",15,0.150943396226415,"2012-11-09",0.150943396226415
"196",15,0,"2012-11-21",0.150943396226415
"197",15,0,"2012-11-16",0.150943396226415
"198",15,0,"2012-11-03",0.150943396226415
"199",15,0.150943396226415,"2012-10-08",0.150943396226415
"200",15,0,"2012-11-22",0.150943396226415
"201",15,0.150943396226415,"2012-11-04",0.150943396226415
"202",15,0,"2012-10-26",0.150943396226415
"203",15,0,"2012-10-18",0.150943396226415
"204",15,0,"2012-10-27",0.150943396226415
"205",15,0.150943396226415,"2012-10-01",0.150943396226415
"206",15,0,"2012-11-23",0.150943396226415
"207",15,0,"2012-11-06",0.150943396226415
"208",15,0,"2012-10-16",0.150943396226415
"209",15,0,"2012-10-25",0.150943396226415
"210",15,0,"2012-10-22",0.150943396226415
"211",15,0,"2012-10-29",0.150943396226415
"212",15,0,"2012-10-02",0.150943396226415
"213",15,0,"2012-10-17",0.150943396226415
"214",15,8,"2012-10-11",0.150943396226415
"215",15,0,"2012-11-05",0.150943396226415
"216",15,0,"2012-11-08",0.150943396226415
"217",15,0,"2012-11-17",0.150943396226415
"218",15,0,"2012-10-21",0.150943396226415
"219",15,0,"2012-11-26",0.150943396226415
"220",15,0,"2012-10-31",0.150943396226415
"221",15,0,"2012-10-19",0.150943396226415
"222",15,0,"2012-10-04",0.150943396226415
"223",15,0,"2012-10-07",0.150943396226415
"224",15,0,"2012-10-20",0.150943396226415
"225",15,0,"2012-10-14",0.150943396226415
"226",15,0,"2012-10-05",0.150943396226415
"227",15,0.150943396226415,"2012-11-10",0.150943396226415
"228",15,0,"2012-10-15",0.150943396226415
"229",15,0,"2012-10-24",0.150943396226415
"230",15,0,"2012-10-09",0.150943396226415
"231",15,0,"2012-10-06",0.150943396226415
"232",15,0,"2012-11-29",0.150943396226415
"233",15,0,"2012-10-10",0.150943396226415
"234",15,0,"2012-11-27",0.150943396226415
"235",15,0,"2012-11-12",0.150943396226415
"236",15,0,"2012-10-03",0.150943396226415
"237",15,0,"2012-11-24",0.150943396226415
"238",15,0,"2012-11-15",0.150943396226415
"239",15,0,"2012-10-13",0.150943396226415
"240",15,0.150943396226415,"2012-11-01",0.150943396226415
"241",15,0,"2012-10-23",0.150943396226415
"242",15,0,"2012-11-13",0.150943396226415
"243",15,0,"2012-11-25",0.150943396226415
"244",15,0.150943396226415,"2012-11-14",0.150943396226415
"245",20,0,"2012-11-21",0.0754716981132075
"246",20,0,"2012-11-05",0.0754716981132075
"247",20,0,"2012-10-29",0.0754716981132075
"248",20,0.0754716981132075,"2012-10-08",0.0754716981132075
"249",20,0,"2012-11-12",0.0754716981132075
"250",20,0,"2012-11-03",0.0754716981132075
"251",20,0,"2012-10-15",0.0754716981132075
"252",20,0,"2012-10-19",0.0754716981132075
"253",20,0,"2012-10-02",0.0754716981132075
"254",20,0,"2012-11-22",0.0754716981132075
"255",20,0,"2012-11-16",0.0754716981132075
"256",20,0,"2012-10-14",0.0754716981132075
"257",20,0,"2012-10-09",0.0754716981132075
"258",20,0,"2012-11-17",0.0754716981132075
"259",20,0,"2012-10-12",0.0754716981132075
"260",20,0,"2012-11-25",0.0754716981132075
"261",20,0,"2012-11-27",0.0754716981132075
"262",20,0,"2012-10-28",0.0754716981132075
"263",20,0,"2012-10-31",0.0754716981132075
"264",20,0.0754716981132075,"2012-10-01",0.0754716981132075
"265",20,0,"2012-10-20",0.0754716981132075
"266",20,0,"2012-10-05",0.0754716981132075
"267",20,0,"2012-11-07",0.0754716981132075
"268",20,0.0754716981132075,"2012-11-09",0.0754716981132075
"269",20,0,"2012-11-19",0.0754716981132075
"270",20,0,"2012-10-24",0.0754716981132075
"271",20,0.0754716981132075,"2012-11-10",0.0754716981132075
"272",20,0,"2012-10-06",0.0754716981132075
"273",20,0,"2012-11-11",0.0754716981132075
"274",20,0,"2012-11-23",0.0754716981132075
"275",20,0,"2012-10-04",0.0754716981132075
"276",20,0,"2012-10-07",0.0754716981132075
"277",20,0,"2012-10-16",0.0754716981132075
"278",20,0.0754716981132075,"2012-11-30",0.0754716981132075
"279",20,0,"2012-11-15",0.0754716981132075
"280",20,0,"2012-11-26",0.0754716981132075
"281",20,4,"2012-10-23",0.0754716981132075
"282",20,0.0754716981132075,"2012-11-04",0.0754716981132075
"283",20,0,"2012-11-13",0.0754716981132075
"284",20,0,"2012-11-18",0.0754716981132075
"285",20,0,"2012-10-18",0.0754716981132075
"286",20,0,"2012-10-27",0.0754716981132075
"287",20,0.0754716981132075,"2012-11-14",0.0754716981132075
"288",20,0,"2012-11-28",0.0754716981132075
"289",20,0,"2012-10-10",0.0754716981132075
"290",20,0,"2012-11-06",0.0754716981132075
"291",20,0,"2012-11-24",0.0754716981132075
"292",20,0,"2012-10-30",0.0754716981132075
"293",20,0,"2012-11-29",0.0754716981132075
"294",20,0,"2012-10-26",0.0754716981132075
"295",20,0,"2012-10-11",0.0754716981132075
"296",20,0,"2012-10-22",0.0754716981132075
"297",20,0,"2012-11-20",0.0754716981132075
"298",20,0,"2012-11-08",0.0754716981132075
"299",20,0,"2012-10-21",0.0754716981132075
"300",20,0.0754716981132075,"2012-11-01",0.0754716981132075
"301",20,0,"2012-10-25",0.0754716981132075
"302",20,0,"2012-10-13",0.0754716981132075
"303",20,0,"2012-10-03",0.0754716981132075
"304",20,0,"2012-10-17",0.0754716981132075
"305",20,0,"2012-11-02",0.0754716981132075
"306",25,0,"2012-10-04",2.09433962264151
"307",25,0,"2012-10-02",2.09433962264151
"308",25,0,"2012-11-03",2.09433962264151
"309",25,0,"2012-11-15",2.09433962264151
"310",25,0,"2012-11-18",2.09433962264151
"311",25,0,"2012-10-23",2.09433962264151
"312",25,0,"2012-10-24",2.09433962264151
"313",25,2.09433962264151,"2012-10-08",2.09433962264151
"314",25,0,"2012-11-25",2.09433962264151
"315",25,0,"2012-11-29",2.09433962264151
"316",25,0,"2012-11-02",2.09433962264151
"317",25,2.09433962264151,"2012-11-30",2.09433962264151
"318",25,0,"2012-10-16",2.09433962264151
"319",25,0,"2012-11-21",2.09433962264151
"320",25,0,"2012-10-07",2.09433962264151
"321",25,0,"2012-10-20",2.09433962264151
"322",25,0,"2012-10-26",2.09433962264151
"323",25,0,"2012-11-19",2.09433962264151
"324",25,0,"2012-11-13",2.09433962264151
"325",25,35,"2012-10-15",2.09433962264151
"326",25,0,"2012-11-05",2.09433962264151
"327",25,2.09433962264151,"2012-10-01",2.09433962264151
"328",25,2.09433962264151,"2012-11-14",2.09433962264151
"329",25,0,"2012-11-23",2.09433962264151
"330",25,0,"2012-10-13",2.09433962264151
"331",25,0,"2012-11-06",2.09433962264151
"332",25,0,"2012-11-24",2.09433962264151
"333",25,0,"2012-10-28",2.09433962264151
"334",25,0,"2012-10-19",2.09433962264151
"335",25,0,"2012-11-16",2.09433962264151
"336",25,0,"2012-11-22",2.09433962264151
"337",25,0,"2012-11-28",2.09433962264151
"338",25,0,"2012-10-17",2.09433962264151
"339",25,0,"2012-10-03",2.09433962264151
"340",25,0,"2012-10-27",2.09433962264151
"341",25,0,"2012-11-20",2.09433962264151
"342",25,0,"2012-11-26",2.09433962264151
"343",25,0,"2012-10-06",2.09433962264151
"344",25,0,"2012-11-27",2.09433962264151
"345",25,0,"2012-10-25",2.09433962264151
"346",25,2.09433962264151,"2012-11-09",2.09433962264151
"347",25,0,"2012-10-22",2.09433962264151
"348",25,52,"2012-10-14",2.09433962264151
"349",25,0,"2012-11-07",2.09433962264151
"350",25,2.09433962264151,"2012-11-04",2.09433962264151
"351",25,2.09433962264151,"2012-11-01",2.09433962264151
"352",25,0,"2012-10-29",2.09433962264151
"353",25,0,"2012-11-17",2.09433962264151
"354",25,0,"2012-10-30",2.09433962264151
"355",25,13,"2012-10-09",2.09433962264151
"356",25,11,"2012-10-18",2.09433962264151
"357",25,0,"2012-11-12",2.09433962264151
"358",25,0,"2012-10-31",2.09433962264151
"359",25,2.09433962264151,"2012-11-10",2.09433962264151
"360",25,0,"2012-10-10",2.09433962264151
"361",25,0,"2012-11-08",2.09433962264151
"362",25,0,"2012-10-11",2.09433962264151
"363",25,0,"2012-11-11",2.09433962264151
"364",25,0,"2012-10-05",2.09433962264151
"365",25,0,"2012-10-12",2.09433962264151
"366",25,0,"2012-10-21",2.09433962264151
"367",30,0,"2012-10-16",0.528301886792453
"368",30,0,"2012-11-12",0.528301886792453
"369",30,0.528301886792453,"2012-11-01",0.528301886792453
"370",30,0,"2012-10-04",0.528301886792453
"371",30,0,"2012-10-20",0.528301886792453
"372",30,0,"2012-11-20",0.528301886792453
"373",30,0,"2012-11-21",0.528301886792453
"374",30,0,"2012-10-28",0.528301886792453
"375",30,0,"2012-11-03",0.528301886792453
"376",30,0.528301886792453,"2012-10-01",0.528301886792453
"377",30,0,"2012-11-22",0.528301886792453
"378",30,0.528301886792453,"2012-10-08",0.528301886792453
"379",30,0,"2012-10-26",0.528301886792453
"380",30,0,"2012-11-15",0.528301886792453
"381",30,0,"2012-10-11",0.528301886792453
"382",30,0,"2012-11-23",0.528301886792453
"383",30,0,"2012-11-05",0.528301886792453
"384",30,0,"2012-11-17",0.528301886792453
"385",30,0,"2012-11-26",0.528301886792453
"386",30,0,"2012-10-30",0.528301886792453
"387",30,0,"2012-10-13",0.528301886792453
"388",30,0,"2012-11-06",0.528301886792453
"389",30,0,"2012-10-31",0.528301886792453
"390",30,0,"2012-11-16",0.528301886792453
"391",30,0,"2012-10-05",0.528301886792453
"392",30,0,"2012-11-19",0.528301886792453
"393",30,0,"2012-11-25",0.528301886792453
"394",30,0.528301886792453,"2012-11-10",0.528301886792453
"395",30,0.528301886792453,"2012-11-04",0.528301886792453
"396",30,0,"2012-10-15",0.528301886792453
"397",30,0,"2012-11-27",0.528301886792453
"398",30,0,"2012-11-11",0.528301886792453
"399",30,0,"2012-11-02",0.528301886792453
"400",30,0,"2012-11-24",0.528301886792453
"401",30,0.528301886792453,"2012-11-30",0.528301886792453
"402",30,0,"2012-10-25",0.528301886792453
"403",30,0.528301886792453,"2012-11-09",0.528301886792453
"404",30,0,"2012-10-22",0.528301886792453
"405",30,0,"2012-11-13",0.528301886792453
"406",30,0,"2012-10-17",0.528301886792453
"407",30,0,"2012-11-07",0.528301886792453
"408",30,0,"2012-10-21",0.528301886792453
"409",30,28,"2012-10-09",0.528301886792453
"410",30,0.528301886792453,"2012-11-14",0.528301886792453
"411",30,0,"2012-10-27",0.528301886792453
"412",30,0,"2012-10-07",0.528301886792453
"413",30,0,"2012-10-06",0.528301886792453
"414",30,0,"2012-10-10",0.528301886792453
"415",30,0,"2012-10-19",0.528301886792453
"416",30,0,"2012-10-23",0.528301886792453
"417",30,0,"2012-11-18",0.528301886792453
"418",30,0,"2012-11-08",0.528301886792453
"419",30,0,"2012-10-29",0.528301886792453
"420",30,0,"2012-10-12",0.528301886792453
"421",30,0,"2012-10-02",0.528301886792453
"422",30,0,"2012-10-14",0.528301886792453
"423",30,0,"2012-10-18",0.528301886792453
"424",30,0,"2012-11-28",0.528301886792453
"425",30,0,"2012-11-29",0.528301886792453
"426",30,0,"2012-10-03",0.528301886792453
"427",30,0,"2012-10-24",0.528301886792453
"428",35,0,"2012-11-27",0.867924528301887
"429",35,0.867924528301887,"2012-11-30",0.867924528301887
"430",35,0,"2012-11-16",0.867924528301887
"431",35,0.867924528301887,"2012-11-09",0.867924528301887
"432",35,0.867924528301887,"2012-11-10",0.867924528301887
"433",35,0,"2012-11-25",0.867924528301887
"434",35,0,"2012-10-11",0.867924528301887
"435",35,0,"2012-11-19",0.867924528301887
"436",35,0,"2012-11-03",0.867924528301887
"437",35,0,"2012-11-11",0.867924528301887
"438",35,0,"2012-11-15",0.867924528301887
"439",35,0,"2012-11-12",0.867924528301887
"440",35,0,"2012-11-29",0.867924528301887
"441",35,0,"2012-11-24",0.867924528301887
"442",35,0,"2012-10-23",0.867924528301887
"443",35,0,"2012-10-31",0.867924528301887
"444",35,46,"2012-10-25",0.867924528301887
"445",35,0,"2012-11-18",0.867924528301887
"446",35,0.867924528301887,"2012-11-14",0.867924528301887
"447",35,0,"2012-10-17",0.867924528301887
"448",35,0,"2012-10-26",0.867924528301887
"449",35,0.867924528301887,"2012-11-04",0.867924528301887
"450",35,0,"2012-11-21",0.867924528301887
"451",35,0,"2012-10-12",0.867924528301887
"452",35,0,"2012-11-26",0.867924528301887
"453",35,0,"2012-11-23",0.867924528301887
"454",35,0,"2012-10-30",0.867924528301887
"455",35,0,"2012-11-06",0.867924528301887
"456",35,0,"2012-10-07",0.867924528301887
"457",35,0,"2012-10-19",0.867924528301887
"458",35,0,"2012-10-13",0.867924528301887
"459",35,0,"2012-11-22",0.867924528301887
"460",35,0,"2012-10-02",0.867924528301887
"461",35,0,"2012-11-07",0.867924528301887
"462",35,0.867924528301887,"2012-10-08",0.867924528301887
"463",35,0,"2012-11-20",0.867924528301887
"464",35,0,"2012-11-05",0.867924528301887
"465",35,0,"2012-11-02",0.867924528301887
"466",35,0,"2012-10-06",0.867924528301887
"467",35,0,"2012-11-17",0.867924528301887
"468",35,0,"2012-10-28",0.867924528301887
"469",35,0,"2012-10-10",0.867924528301887
"470",35,0,"2012-10-22",0.867924528301887
"471",35,0,"2012-10-29",0.867924528301887
"472",35,0,"2012-11-13",0.867924528301887
"473",35,0,"2012-11-28",0.867924528301887
"474",35,0.867924528301887,"2012-11-01",0.867924528301887
"475",35,0,"2012-10-18",0.867924528301887
"476",35,0,"2012-10-14",0.867924528301887
"477",35,0,"2012-10-24",0.867924528301887
"478",35,0,"2012-10-27",0.867924528301887
"479",35,0,"2012-10-04",0.867924528301887
"480",35,0,"2012-11-08",0.867924528301887
"481",35,0.867924528301887,"2012-10-01",0.867924528301887
"482",35,0,"2012-10-16",0.867924528301887
"483",35,0,"2012-10-05",0.867924528301887
"484",35,0,"2012-10-09",0.867924528301887
"485",35,0,"2012-10-15",0.867924528301887
"486",35,0,"2012-10-20",0.867924528301887
"487",35,0,"2012-10-21",0.867924528301887
"488",35,0,"2012-10-03",0.867924528301887
"489",40,0,"2012-11-04",0
"490",40,0,"2012-10-25",0
"491",40,0,"2012-11-30",0
"492",40,0,"2012-11-11",0
"493",40,0,"2012-10-26",0
"494",40,0,"2012-10-11",0
"495",40,0,"2012-10-01",0
"496",40,0,"2012-11-15",0
"497",40,0,"2012-11-02",0
"498",40,0,"2012-11-24",0
"499",40,0,"2012-11-09",0
"500",40,0,"2012-10-16",0
"501",40,0,"2012-11-03",0
"502",40,0,"2012-11-07",0
"503",40,0,"2012-11-19",0
"504",40,0,"2012-11-13",0
"505",40,0,"2012-11-25",0
"506",40,0,"2012-11-05",0
"507",40,0,"2012-11-29",0
"508",40,0,"2012-10-30",0
"509",40,0,"2012-10-28",0
"510",40,0,"2012-11-06",0
"511",40,0,"2012-10-31",0
"512",40,0,"2012-10-07",0
"513",40,0,"2012-10-20",0
"514",40,0,"2012-10-23",0
"515",40,0,"2012-11-01",0
"516",40,0,"2012-10-08",0
"517",40,0,"2012-11-10",0
"518",40,0,"2012-10-12",0
"519",40,0,"2012-10-21",0
"520",40,0,"2012-11-26",0
"521",40,0,"2012-10-06",0
"522",40,0,"2012-11-12",0
"523",40,0,"2012-11-27",0
"524",40,0,"2012-11-21",0
"525",40,0,"2012-10-19",0
"526",40,0,"2012-11-18",0
"527",40,0,"2012-11-23",0
"528",40,0,"2012-11-22",0
"529",40,0,"2012-10-29",0
"530",40,0,"2012-11-28",0
"531",40,0,"2012-10-04",0
"532",40,0,"2012-11-20",0
"533",40,0,"2012-10-18",0
"534",40,0,"2012-11-14",0
"535",40,0,"2012-10-02",0
"536",40,0,"2012-10-27",0
"537",40,0,"2012-10-10",0
"538",40,0,"2012-10-22",0
"539",40,0,"2012-10-03",0
"540",40,0,"2012-11-17",0
"541",40,0,"2012-11-16",0
"542",40,0,"2012-10-14",0
"543",40,0,"2012-10-17",0
"544",40,0,"2012-10-09",0
"545",40,0,"2012-11-08",0
"546",40,0,"2012-10-15",0
"547",40,0,"2012-10-13",0
"548",40,0,"2012-10-05",0
"549",40,0,"2012-10-24",0
"550",45,0,"2012-11-12",1.47169811320755
"551",45,0,"2012-11-15",1.47169811320755
"552",45,1.47169811320755,"2012-10-01",1.47169811320755
"553",45,0,"2012-10-25",1.47169811320755
"554",45,0,"2012-11-25",1.47169811320755
"555",45,0,"2012-10-31",1.47169811320755
"556",45,0,"2012-10-26",1.47169811320755
"557",45,0,"2012-11-21",1.47169811320755
"558",45,0,"2012-10-23",1.47169811320755
"559",45,1.47169811320755,"2012-11-30",1.47169811320755
"560",45,1.47169811320755,"2012-10-08",1.47169811320755
"561",45,0,"2012-10-12",1.47169811320755
"562",45,0,"2012-11-29",1.47169811320755
"563",45,0,"2012-11-11",1.47169811320755
"564",45,0,"2012-10-30",1.47169811320755
"565",45,0,"2012-11-24",1.47169811320755
"566",45,0,"2012-10-07",1.47169811320755
"567",45,0,"2012-11-06",1.47169811320755
"568",45,0,"2012-11-22",1.47169811320755
"569",45,0,"2012-10-29",1.47169811320755
"570",45,72,"2012-10-17",1.47169811320755
"571",45,0,"2012-11-07",1.47169811320755
"572",45,0,"2012-11-20",1.47169811320755
"573",45,0,"2012-10-15",1.47169811320755
"574",45,0,"2012-11-02",1.47169811320755
"575",45,1.47169811320755,"2012-11-14",1.47169811320755
"576",45,0,"2012-11-23",1.47169811320755
"577",45,0,"2012-10-27",1.47169811320755
"578",45,0,"2012-11-03",1.47169811320755
"579",45,0,"2012-10-19",1.47169811320755
"580",45,0,"2012-10-22",1.47169811320755
"581",45,6,"2012-10-20",1.47169811320755
"582",45,0,"2012-11-13",1.47169811320755
"583",45,0,"2012-10-02",1.47169811320755
"584",45,1.47169811320755,"2012-11-01",1.47169811320755
"585",45,1.47169811320755,"2012-11-04",1.47169811320755
"586",45,1.47169811320755,"2012-11-10",1.47169811320755
"587",45,0,"2012-11-08",1.47169811320755
"588",45,0,"2012-10-21",1.47169811320755
"589",45,0,"2012-11-26",1.47169811320755
"590",45,0,"2012-10-18",1.47169811320755
"591",45,0,"2012-10-10",1.47169811320755
"592",45,0,"2012-10-04",1.47169811320755
"593",45,0,"2012-10-28",1.47169811320755
"594",45,1.47169811320755,"2012-11-09",1.47169811320755
"595",45,0,"2012-10-05",1.47169811320755
"596",45,0,"2012-10-14",1.47169811320755
"597",45,0,"2012-10-09",1.47169811320755
"598",45,0,"2012-11-19",1.47169811320755
"599",45,0,"2012-10-11",1.47169811320755
"600",45,0,"2012-10-24",1.47169811320755
"601",45,0,"2012-10-16",1.47169811320755
